"Fecha;Circulación Monetaria;CC en BCRA;Base Monetaria"
"04-05-09;77020000000;24723000000;101743000000"
"05-05-09;77166000000;24873000000;102039000000"
"06-05-09;77398000000;24873000000;102271000000"
"07-05-09;78030000000;23865000000;101895000000"
"08-05-09;78351000000;21591000000;99942000000"
"11-05-09;78286000000;23468000000;101754000000"
"12-05-09;77703000000;23716000000;101419000000"
"13-05-09;77119000000;24961000000;102080000000"
"14-05-09;76946000000;24963000000;101909000000"
"15-05-09;76742000000;24687000000;101429000000"
"18-05-09;76529000000;24178000000;100707000000"
"19-05-09;76048000000;22515000000;98563000000"
"20-05-09;75684000000;23937000000;99621000000"
"21-05-09;75832000000;23932000000;99764000000"
"22-05-09;75924000000;24433000000;100357000000"
"26-05-09;76087000000;26459000000;102546000000"
"27-05-09;76233000000;24953000000;101186000000"
"28-05-09;76690000000;24376000000;101066000000"
"29-05-09;77259000000;22712000000;99971000000"
"01-06-09;77981000000;28087000000;106068000000"
"02-06-09;78298000000;28430000000;106728000000"
"03-06-09;78682000000;28328000000;107010000000"
"04-06-09;79551000000;29259000000;108810000000"
"05-06-09;80080000000;28119000000;108199000000"
"08-06-09;80317000000;25697000000;106014000000"
"09-06-09;80028000000;26672000000;106700000000"
"10-06-09;79716000000;25083000000;104799000000"
"11-06-09;79743000000;25205000000;104948000000"
"12-06-09;79825000000;24278000000;104103000000"
"16-06-09;79720000000;24031000000;103751000000"
"17-06-09;79195000000;23472000000;102667000000"
"18-06-09;78900000000;20587000000;99487000000"
"19-06-09;78879000000;21869000000;100748000000"
"22-06-09;79105000000;22079000000;101184000000"
"23-06-09;78950000000;21631000000;100581000000"
"24-06-09;78985000000;20677000000;99662000000"
"25-06-09;79350000000;21731000000;101081000000"
"26-06-09;79933000000;21039000000;100972000000"
"29-06-09;80511000000;20206000000;100717000000"
"30-06-09;80782000000;22403000000;103185000000"
"01-07-09;81290000000;26588000000;107878000000"
"02-07-09;82275000000;25407000000;107682000000"
"03-07-09;83236000000;24577000000;107813000000"
"06-07-09;84026000000;23901000000;107927000000"
"07-07-09;84916000000;22580000000;107496000000"
"08-07-09;86024000000;22259000000;108283000000"
"13-07-09;85688000000;23108000000;108796000000"
"14-07-09;84531000000;24124000000;108655000000"
"15-07-09;83509000000;24624000000;108133000000"
"16-07-09;83033000000;23641000000;106674000000"
"17-07-09;82490000000;20657000000;103147000000"
"20-07-09;82245000000;21637000000;103882000000"
"21-07-09;81623000000;21826000000;103449000000"
"22-07-09;81120000000;21914000000;103034000000"
"23-07-09;81068000000;22523000000;103591000000"
"24-07-09;81040000000;23815000000;104855000000"
"27-07-09;81152000000;22860000000;104012000000"
"28-07-09;80976000000;23385000000;104361000000"
"29-07-09;81149000000;23863000000;105012000000"
"30-07-09;81768000000;22028000000;103796000000"
"31-07-09;82184000000;19335000000;101519000000"
"03-08-09;82622000000;25301000000;107923000000"
"04-08-09;82726000000;26005000000;108731000000"
"05-08-09;82996000000;24947000000;107943000000"
"06-08-09;83695000000;23341000000;107036000000"
"07-08-09;84155000000;22460000000;106615000000"
"10-08-09;84089000000;22386000000;106475000000"
"11-08-09;83461000000;22845000000;106306000000"
"12-08-09;82877000000;24020000000;106897000000"
"13-08-09;82721000000;22829000000;105550000000"
"14-08-09;82566000000;22681000000;105247000000"
"18-08-09;82199000000;23415000000;105614000000"
"19-08-09;81420000000;22678000000;104098000000"
"20-08-09;80926000000;23691000000;104617000000"
"21-08-09;80641000000;24126000000;104767000000"
"24-08-09;80449000000;24724000000;105173000000"
"25-08-09;80087000000;25646000000;105733000000"
"26-08-09;80014000000;24707000000;104721000000"
"27-08-09;80453000000;23188000000;103641000000"
"28-08-09;80935000000;22702000000;103637000000"
"31-08-09;81355000000;23175000000;104530000000"
"01-09-09;81566000000;26154000000;107720000000"
"02-09-09;81948000000;25920000000;107868000000"
"03-09-09;82786000000;26439000000;109225000000"
"04-09-09;83325000000;24442000000;107767000000"
"07-09-09;83582000000;23783000000;107365000000"
"08-09-09;83372000000;23150000000;106522000000"
"09-09-09;83036000000;23959000000;106995000000"
"10-09-09;82883000000;24306000000;107189000000"
"11-09-09;82816000000;23248000000;106064000000"
"14-09-09;82583000000;24312000000;106895000000"
"15-09-09;81944000000;24688000000;106632000000"
"16-09-09;81375000000;24847000000;106222000000"
"17-09-09;81072000000;23568000000;104640000000"
"18-09-09;80993000000;24472000000;105465000000"
"21-09-09;80780000000;24917000000;105697000000"
"22-09-09;80362000000;25099000000;105461000000"
"23-09-09;80171000000;25845000000;106016000000"
"24-09-09;80298000000;24975000000;105273000000"
"25-09-09;80396000000;25295000000;105691000000"
"28-09-09;80843000000;24613000000;105456000000"
"29-09-09;81016000000;23032000000;104048000000"
"30-09-09;81310000000;22548000000;103858000000"
"01-10-09;82095000000;25263000000;107358000000"
"02-10-09;82839000000;24677000000;107516000000"
"05-10-09;83545000000;23736000000;107281000000"
"06-10-09;83665000000;23975000000;107640000000"
"07-10-09;83932000000;23257000000;107189000000"
"08-10-09;84765000000;23163000000;107928000000"
"09-10-09;85098000000;21987000000;107085000000"
"13-10-09;84669000000;23534000000;108203000000"
"14-10-09;83786000000;24223000000;108009000000"
"15-10-09;83058000000;24671000000;107729000000"
"16-10-09;82555000000;24578000000;107133000000"
"19-10-09;82245000000;22545000000;104790000000"
"20-10-09;81566000000;23900000000;105466000000"
"21-10-09;81145000000;26009000000;107154000000"
"22-10-09;81105000000;26581000000;107686000000"
"23-10-09;81105000000;25525000000;106630000000"
"26-10-09;81162000000;26623000000;107785000000"
"27-10-09;80978000000;27193000000;108171000000"
"28-10-09;81323000000;25905000000;107228000000"
"29-10-09;82027000000;26025000000;108052000000"
"30-10-09;82563000000;25356000000;107919000000"
"02-11-09;83237000000;27848000000;111085000000"
"03-11-09;83829000000;26672000000;110501000000"
"04-11-09;84858000000;25479000000;110337000000"
"05-11-09;85772000000;23795000000;109567000000"
"09-11-09;85916000000;23640000000;109556000000"
"10-11-09;85399000000;24307000000;109706000000"
"11-11-09;84895000000;24316000000;109211000000"
"12-11-09;84666000000;25635000000;110301000000"
"13-11-09;84368000000;25285000000;109653000000"
"16-11-09;84103000000;25459000000;109562000000"
"17-11-09;83457000000;24334000000;107791000000"
"18-11-09;83079000000;24979000000;108058000000"
"19-11-09;83092000000;26731000000;109823000000"
"20-11-09;83051000000;24911000000;107962000000"
"23-11-09;83041000000;24435000000;107476000000"
"24-11-09;82774000000;25144000000;107918000000"
"25-11-09;82801000000;26435000000;109236000000"
"26-11-09;83504000000;28914000000;112418000000"
"27-11-09;84184000000;26986000000;111170000000"
"30-11-09;84958000000;25968000000;110926000000"
"01-12-09;85715000000;28642000000;114357000000"
"02-12-09;86721000000;28137000000;114858000000"
"03-12-09;88272000000;27142000000;115414000000"
"04-12-09;89896000000;25801000000;115697000000"
"07-12-09;91122000000;24129000000;115251000000"
"09-12-09;91291000000;24328000000;115619000000"
"10-12-09;91419000000;24302000000;115721000000"
"11-12-09;91523000000;27581000000;119104000000"
"14-12-09;91577000000;29274000000;120851000000"
"15-12-09;91152000000;29784000000;120936000000"
"16-12-09;91158000000;29230000000;120388000000"
"17-12-09;91755000000;27217000000;118972000000"
"18-12-09;92602000000;24725000000;117327000000"
"21-12-09;93654000000;24975000000;118629000000"
"22-12-09;94795000000;25232000000;120027000000"
"23-12-09;96362000000;24549000000;120911000000"
"24-12-09;96877000000;24060000000;120937000000"
"28-12-09;97325000000;25250000000;122575000000"
"29-12-09;97498000000;25381000000;122879000000"
"30-12-09;98008000000;25354000000;123362000000"
"31-12-09;98065000000;24285000000;122350000000"
"04-01-10;98228000000;25589000000;123817000000"
"05-01-10;97866000000;24440000000;122306000000"
"06-01-10;97689000000;24499000000;122188000000"
"07-01-10;97779000000;24120000000;121899000000"
"08-01-10;97977000000;23759000000;121736000000"
"11-01-10;97769000000;23557000000;121326000000"
"12-01-10;97288000000;24780000000;122068000000"
"13-01-10;96591000000;26321000000;122912000000"
"14-01-10;96032000000;26909000000;122941000000"
"15-01-10;95517000000;26261000000;121778000000"
"18-01-10;95192000000;25601000000;120793000000"
"19-01-10;94433000000;25573000000;120006000000"
"20-01-10;93801000000;26858000000;120659000000"
"21-01-10;93489000000;27783000000;121272000000"
"22-01-10;93315000000;28331000000;121646000000"
"25-01-10;93219000000;28469000000;121688000000"
"26-01-10;92967000000;27655000000;120622000000"
"27-01-10;93029000000;27600000000;120629000000"
"28-01-10;93516000000;26583000000;120099000000"
"29-01-10;94052000000;27266000000;121318000000"
"01-02-10;94637000000;28470000000;123107000000"
"02-02-10;94861000000;26226000000;121087000000"
"03-02-10;95232000000;25532000000;120764000000"
"04-02-10;95659000000;24809000000;120468000000"
"05-02-10;96050000000;24632000000;120682000000"
"08-02-10;96117000000;24468000000;120585000000"
"09-02-10;95819000000;24972000000;120791000000"
"10-02-10;95285000000;26652000000;121937000000"
"11-02-10;95057000000;27621000000;122678000000"
"12-02-10;94650000000;27561000000;122211000000"
"15-02-10;94215000000;27615000000;121830000000"
"16-02-10;93441000000;27208000000;120649000000"
"17-02-10;92848000000;25771000000;118619000000"
"18-02-10;92429000000;25418000000;117847000000"
"19-02-10;92208000000;24244000000;116452000000"
"22-02-10;92133000000;23961000000;116094000000"
"23-02-10;91842000000;23677000000;115519000000"
"24-02-10;91715000000;22783000000;114498000000"
"25-02-10;92214000000;23400000000;115614000000"
"26-02-10;92721000000;23739000000;116460000000"
"01-03-10;93300000000;27346000000;120646000000"
"02-03-10;93573000000;28632000000;122205000000"
"03-03-10;93921000000;29365000000;123286000000"
"04-03-10;94622000000;28084000000;122706000000"
"05-03-10;95064000000;26064000000;121128000000"
"08-03-10;95350000000;25200000000;120550000000"
"09-03-10;95059000000;25582000000;120641000000"
"10-03-10;94603000000;25807000000;120410000000"
"11-03-10;94381000000;26662000000;121043000000"
"12-03-10;94034000000;26689000000;120723000000"
"15-03-10;93612000000;26345000000;119957000000"
"16-03-10;92830000000;25987000000;118817000000"
"17-03-10;92250000000;24912000000;117162000000"
"18-03-10;92011000000;27273000000;119284000000"
"19-03-10;91972000000;26443000000;118415000000"
"22-03-10;91951000000;25434000000;117385000000"
"23-03-10;91791000000;26399000000;118190000000"
"25-03-10;91968000000;27608000000;119576000000"
"26-03-10;92004000000;28997000000;121001000000"
"29-03-10;92595000000;27262000000;119857000000"
"30-03-10;93434000000;27177000000;120611000000"
"31-03-10;93945000000;28667000000;122612000000"
"05-04-10;94257000000;30579000000;124836000000"
"06-04-10;93863000000;30226000000;124089000000"
"07-04-10;93877000000;28339000000;122216000000"
"08-04-10;94291000000;26660000000;120951000000"
"09-04-10;94489000000;26387000000;120876000000"
"12-04-10;94431000000;27160000000;121591000000"
"13-04-10;93672000000;28391000000;122063000000"
"14-04-10;93039000000;28452000000;121491000000"
"15-04-10;92671000000;27888000000;120559000000"
"16-04-10;92396000000;26005000000;118401000000"
"19-04-10;92126000000;26330000000;118456000000"
"20-04-10;91510000000;27658000000;119168000000"
"21-04-10;91092000000;28403000000;119495000000"
"22-04-10;90942000000;28685000000;119627000000"
"23-04-10;90927000000;29253000000;120180000000"
"26-04-10;91008000000;29088000000;120096000000"
"27-04-10;90846000000;26251000000;117097000000"
"28-04-10;91073000000;26824000000;117897000000"
"29-04-10;91853000000;25093000000;116946000000"
"30-04-10;92560000000;26918000000;119478000000"
"03-05-10;93424000000;28564000000;121988000000"
"04-05-10;93756000000;30304000000;124060000000"
"05-05-10;94340000000;29813000000;124153000000"
"06-05-10;95329000000;27690000000;123019000000"
"07-05-10;96016000000;28690000000;124706000000"
"10-05-10;96172000000;27424000000;123596000000"
"11-05-10;95776000000;27604000000;123380000000"
"12-05-10;95355000000;29096000000;124451000000"
"13-05-10;95067000000;29927000000;124994000000"
"14-05-10;94817000000;30460000000;125277000000"
"17-05-10;94701000000;29372000000;124073000000"
"18-05-10;94216000000;27596000000;121812000000"
"19-05-10;94094000000;28105000000;122199000000"
"20-05-10;94677000000;29722000000;124399000000"
"21-05-10;95001000000;29409000000;124410000000"
"26-05-10;95188000000;30118000000;125306000000"
"27-05-10;95053000000;28935000000;123988000000"
"28-05-10;95079000000;26984000000;122063000000"
"31-05-10;95520000000;26081000000;121601000000"
"01-06-10;95578000000;31831000000;127409000000"
"02-06-10;96046000000;30350000000;126396000000"
"03-06-10;97038000000;30513000000;127551000000"
"04-06-10;97733000000;29726000000;127459000000"
"07-06-10;98188000000;27058000000;125246000000"
"08-06-10;98112000000;26468000000;124580000000"
"09-06-10;98003000000;26519000000;124522000000"
"10-06-10;98030000000;27762000000;125792000000"
"11-06-10;97967000000;27564000000;125531000000"
"14-06-10;97965000000;27967000000;125932000000"
"15-06-10;97482000000;28982000000;126464000000"
"16-06-10;97393000000;28968000000;126361000000"
"17-06-10;97652000000;29178000000;126830000000"
"18-06-10;97820000000;27027000000;124847000000"
"22-06-10;97906000000;29705000000;127611000000"
"23-06-10;97837000000;30838000000;128675000000"
"24-06-10;98033000000;31661000000;129694000000"
"25-06-10;98252000000;30286000000;128538000000"
"28-06-10;98784000000;30775000000;129559000000"
"29-06-10;99114000000;29569000000;128683000000"
"30-06-10;99752000000;27411000000;127163000000"
"01-07-10;100837000000;31241000000;132078000000"
"02-07-10;101827000000;29584000000;131411000000"
"05-07-10;103001000000;30615000000;133616000000"
"06-07-10;103659000000;30615000000;134274000000"
"07-07-10;104788000000;29579000000;134367000000"
"08-07-10;105628000000;28712000000;134340000000"
"12-07-10;105667000000;29134000000;134801000000"
"13-07-10;104907000000;29140000000;134047000000"
"14-07-10;104288000000;30713000000;135001000000"
"15-07-10;103958000000;31681000000;135639000000"
"16-07-10;103701000000;31452000000;135153000000"
"19-07-10;103427000000;31540000000;134967000000"
"20-07-10;102741000000;30559000000;133300000000"
"21-07-10;102328000000;32027000000;134355000000"
"22-07-10;102260000000;32701000000;134961000000"
"23-07-10;102363000000;30619000000;132982000000"
"26-07-10;102344000000;30084000000;132428000000"
"27-07-10;102112000000;30818000000;132930000000"
"28-07-10;102440000000;30291000000;132731000000"
"29-07-10;103095000000;31341000000;134436000000"
"30-07-10;103737000000;30329000000;134066000000"
"02-08-10;104449000000;31555000000;136004000000"
"03-08-10;105029000000;31234000000;136263000000"
"04-08-10;105649000000;30133000000;135782000000"
"05-08-10;106104000000;28862000000;134966000000"
"06-08-10;106648000000;27970000000;134618000000"
"09-08-10;106781000000;28184000000;134965000000"
"10-08-10;106461000000;28345000000;134806000000"
"11-08-10;106114000000;28475000000;134589000000"
"12-08-10;106041000000;29896000000;135937000000"
"13-08-10;105930000000;29415000000;135345000000"
"17-08-10;105551000000;30776000000;136327000000"
"18-08-10;104793000000;29814000000;134607000000"
"19-08-10;104158000000;30273000000;134431000000"
"20-08-10;103756000000;31328000000;135084000000"
"23-08-10;103591000000;32969000000;136560000000"
"24-08-10;103231000000;33768000000;136999000000"
"25-08-10;103037000000;34452000000;137489000000"
"26-08-10;103085000000;34784000000;137869000000"
"27-08-10;103375000000;33127000000;136502000000"
"30-08-10;103799000000;29914000000;133713000000"
"31-08-10;103925000000;32307000000;136232000000"
"01-09-10;104625000000;34206000000;138831000000"
"02-09-10;105633000000;33463000000;139096000000"
"03-09-10;106542000000;32167000000;138709000000"
"06-09-10;107069000000;31434000000;138503000000"
"07-09-10;107374000000;30688000000;138062000000"
"08-09-10;107498000000;29754000000;137252000000"
"09-09-10;107573000000;30436000000;138009000000"
"10-09-10;107559000000;31017000000;138576000000"
"13-09-10;107303000000;31106000000;138409000000"
"14-09-10;106504000000;32161000000;138665000000"
"15-09-10;106157000000;31101000000;137258000000"
"16-09-10;105964000000;29912000000;135876000000"
"17-09-10;105754000000;29779000000;135533000000"
"20-09-10;105735000000;30628000000;136363000000"
"21-09-10;105237000000;31613000000;136850000000"
"22-09-10;105002000000;31616000000;136618000000"
"23-09-10;104967000000;32796000000;137763000000"
"24-09-10;105124000000;32393000000;137517000000"
"27-09-10;106045000000;32292000000;138337000000"
"28-09-10;106183000000;32829000000;139012000000"
"29-09-10;106573000000;34076000000;140649000000"
"30-09-10;106983000000;32821000000;139804000000"
"01-10-10;107669000000;33672000000;141341000000"
"04-10-10;108452000000;33328000000;141780000000"
"05-10-10;109246000000;34055000000;143301000000"
"06-10-10;109675000000;33745000000;143420000000"
"07-10-10;110783000000;33619000000;144402000000"
"08-10-10;111369000000;32086000000;143455000000"
"12-10-10;111426000000;31840000000;143266000000"
"13-10-10;111319000000;30938000000;142257000000"
"14-10-10;111250000000;31509000000;142759000000"
"15-10-10;111094000000;32005000000;143099000000"
"18-10-10;110925000000;31150000000;142075000000"
"19-10-10;110818000000;29551000000;140369000000"
"20-10-10;110832000000;29404000000;140236000000"
"21-10-10;110829000000;30770000000;141599000000"
"22-10-10;110767000000;31887000000;142654000000"
"25-10-10;110932000000;31196000000;142128000000"
"26-10-10;111160000000;28793000000;139953000000"
"28-10-10;111456000000;29362000000;140818000000"
"29-10-10;111627000000;28889000000;140516000000"
"01-11-10;111738000000;33163000000;144901000000"
"02-11-10;111965000000;32203000000;144168000000"
"03-11-10;112111000000;33042000000;145153000000"
"04-11-10;112214000000;32576000000;144790000000"
"05-11-10;112379000000;30216000000;142595000000"
"08-11-10;112436000000;31086000000;143522000000"
"09-11-10;112628000000;30660000000;143288000000"
"10-11-10;112716000000;30742000000;143458000000"
"11-11-10;112781000000;31771000000;144552000000"
"12-11-10;112814000000;32522000000;145336000000"
"15-11-10;112831000000;32405000000;145236000000"
"16-11-10;112793000000;31133000000;143926000000"
"17-11-10;112771000000;31346000000;144117000000"
"18-11-10;112832000000;32063000000;144895000000"
"19-11-10;112959000000;33634000000;146593000000"
"23-11-10;113010000000;35175000000;148185000000"
"24-11-10;113050000000;35728000000;148778000000"
"25-11-10;113272000000;35985000000;149257000000"
"26-11-10;113526000000;33769000000;147295000000"
"29-11-10;113839000000;32685000000;146524000000"
"30-11-10;114159000000;31348000000;145507000000"
"01-12-10;114457000000;40064000000;154521000000"
"02-12-10;114902000000;40213000000;155115000000"
"03-12-10;115363000000;39441000000;154804000000"
"06-12-10;115678000000;39318000000;154996000000"
"07-12-10;116018000000;39494000000;155512000000"
"09-12-10;116461000000;37157000000;153618000000"
"10-12-10;116728000000;37595000000;154323000000"
"13-12-10;117635000000;37147000000;154782000000"
"14-12-10;118718000000;36188000000;154906000000"
"15-12-10;119457000000;35014000000;154471000000"
"16-12-10;119900000000;35177000000;155077000000"
"17-12-10;120818000000;34702000000;155520000000"
"20-12-10;121974000000;34532000000;156506000000"
"21-12-10;122619000000;34410000000;157029000000"
"22-12-10;123193000000;34624000000;157817000000"
"23-12-10;123447000000;35261000000;158708000000"
"27-12-10;123531000000;34734000000;158265000000"
"28-12-10;123821000000;31707000000;155528000000"
"29-12-10;124111000000;31426000000;155537000000"
"30-12-10;124520000000;35873000000;160393000000"
"31-12-10;124520000000;35873000000;160393000000"
"03-01-11;124752000000;38112000000;162864000000"
"04-01-11;125026000000;39349000000;164375000000"
"05-01-11;125280000000;38207000000;163487000000"
"06-01-11;125525000000;37690000000;163215000000"
"07-01-11;126010000000;37062000000;163072000000"
"10-01-11;126761000000;36548000000;163309000000"
"11-01-11;127184000000;36511000000;163695000000"
"12-01-11;127432000000;36663000000;164095000000"
"13-01-11;127637000000;37390000000;165027000000"
"14-01-11;127636000000;38304000000;165940000000"
"17-01-11;127634000000;37192000000;164826000000"
"18-01-11;127616000000;36237000000;163853000000"
"19-01-11;127551000000;35367000000;162918000000"
"20-01-11;127542000000;35892000000;163434000000"
"21-01-11;127412000000;36115000000;163527000000"
"24-01-11;127409000000;36342000000;163751000000"
"25-01-11;127180000000;36530000000;163710000000"
"26-01-11;127020000000;34411000000;161431000000"
"27-01-11;126956000000;31888000000;158844000000"
"28-01-11;126929000000;31122000000;158051000000"
"31-01-11;127144000000;31452000000;158596000000"
"01-02-11;127386000000;33113000000;160499000000"
"02-02-11;127444000000;34535000000;161979000000"
"03-02-11;127751000000;34009000000;161760000000"
"04-02-11;127887000000;33044000000;160931000000"
"07-02-11;128026000000;34619000000;162645000000"
"08-02-11;128100000000;34485000000;162585000000"
"09-02-11;128151000000;35364000000;163515000000"
"10-02-11;128143000000;35538000000;163681000000"
"11-02-11;128088000000;35711000000;163799000000"
"14-02-11;127997000000;36337000000;164334000000"
"15-02-11;127747000000;36241000000;163988000000"
"16-02-11;127569000000;35403000000;162972000000"
"17-02-11;127290000000;36066000000;163356000000"
"18-02-11;127073000000;35003000000;162076000000"
"21-02-11;127007000000;35211000000;162218000000"
"22-02-11;126930000000;36412000000;163342000000"
"23-02-11;126867000000;33447000000;160314000000"
"24-02-11;126801000000;35112000000;161913000000"
"25-02-11;127946000000;35040000000;162986000000"
"28-02-11;128073000000;32308000000;160381000000"
"01-03-11;128417000000;36259000000;164676000000"
"02-03-11;128899000000;36995000000;165894000000"
"03-03-11;129395000000;37822000000;167217000000"
"04-03-11;129794000000;37123000000;166917000000"
"09-03-11;129890000000;37797000000;167687000000"
"10-03-11;129906000000;36810000000;166716000000"
"11-03-11;129781000000;36743000000;166524000000"
"14-03-11;129566000000;37363000000;166929000000"
"15-03-11;129127000000;37518000000;166645000000"
"16-03-11;128692000000;35322000000;164014000000"
"17-03-11;128228000000;36703000000;164931000000"
"18-03-11;128088000000;35023000000;163111000000"
"21-03-11;128079000000;34854000000;162933000000"
"22-03-11;128093000000;35444000000;163537000000"
"23-03-11;128157000000;34078000000;162235000000"
"28-03-11;128231000000;35324000000;163555000000"
"29-03-11;127937000000;33617000000;161554000000"
"30-03-11;127718000000;29676000000;157394000000"
"31-03-11;127878000000;31407000000;159285000000"
"01-04-11;128248000000;37901000000;166149000000"
"04-04-11;128807000000;37705000000;166512000000"
"05-04-11;129122000000;38429000000;167551000000"
"06-04-11;129589000000;37993000000;167582000000"
"07-04-11;130271000000;36721000000;166992000000"
"08-04-11;130839000000;35552000000;166391000000"
"11-04-11;130850000000;37780000000;168630000000"
"12-04-11;130683000000;37750000000;168433000000"
"13-04-11;130332000000;38019000000;168351000000"
"14-04-11;130101000000;40014000000;170115000000"
"15-04-11;129969000000;39277000000;169246000000"
"18-04-11;129984000000;38848000000;168832000000"
"19-04-11;130028000000;38488000000;168516000000"
"20-04-11;130011000000;39037000000;169048000000"
"25-04-11;129952000000;37610000000;167562000000"
"26-04-11;129788000000;37474000000;167262000000"
"27-04-11;129724000000;37170000000;166894000000"
"28-04-11;129821000000;36808000000;166629000000"
"29-04-11;129901000000;37388000000;167289000000"
"02-05-11;130280000000;40126000000;170406000000"
"03-05-11;130680000000;40564000000;171244000000"
"04-05-11;131200000000;40526000000;171726000000"
"05-05-11;131742000000;38678000000;170420000000"
"06-05-11;132352000000;36840000000;169192000000"
"09-05-11;132665000000;37285000000;169950000000"
"10-05-11;132648000000;36004000000;168652000000"
"11-05-11;132438000000;37035000000;169473000000"
"12-05-11;132267000000;38500000000;170767000000"
"13-05-11;132098000000;40214000000;172312000000"
"16-05-11;131929000000;41455000000;173384000000"
"17-05-11;131539000000;41415000000;172954000000"
"18-05-11;131128000000;41643000000;172771000000"
"19-05-11;130996000000;42496000000;173492000000"
"20-05-11;130883000000;41469000000;172352000000"
"23-05-11;131002000000;41742000000;172744000000"
"24-05-11;131037000000;42676000000;173713000000"
"26-05-11;131380000000;42004000000;173384000000"
"27-05-11;131468000000;40592000000;172060000000"
"30-05-11;132016000000;37403000000;169419000000"
"31-05-11;132479000000;40204000000;172683000000"
"01-06-11;132906000000;45031000000;177937000000"
"02-06-11;133556000000;43924000000;177480000000"
"03-06-11;134296000000;43740000000;178036000000"
"06-06-11;134901000000;43067000000;177968000000"
"07-06-11;135609000000;42153000000;177762000000"
"08-06-11;136056000000;40444000000;176500000000"
"09-06-11;136561000000;39685000000;176246000000"
"10-06-11;136868000000;40505000000;177373000000"
"13-06-11;136932000000;41165000000;178097000000"
"14-06-11;136920000000;40948000000;177868000000"
"15-06-11;136982000000;42237000000;179219000000"
"16-06-11;137241000000;39334000000;176575000000"
"17-06-11;137521000000;39495000000;177016000000"
"21-06-11;137973000000;39541000000;177514000000"
"22-06-11;138372000000;39281000000;177653000000"
"23-06-11;138617000000;39052000000;177669000000"
"24-06-11;138854000000;36147000000;175001000000"
"27-06-11;139794000000;35542000000;175336000000"
"28-06-11;140160000000;34636000000;174796000000"
"29-06-11;141189000000;32054000000;173243000000"
"30-06-11;141824000000;34857000000;176681000000"
"01-07-11;142559000000;40327000000;182886000000"
"04-07-11;143730000000;38268000000;181998000000"
"05-07-11;144429000000;37148000000;181577000000"
"06-07-11;145070000000;39226000000;184296000000"
"07-07-11;145778000000;38140000000;183918000000"
"08-07-11;146305000000;37538000000;183843000000"
"11-07-11;146671000000;40847000000;187518000000"
"12-07-11;146523000000;41228000000;187751000000"
"13-07-11;146283000000;43933000000;190216000000"
"14-07-11;146123000000;45162000000;191285000000"
"15-07-11;145806000000;43293000000;189099000000"
"18-07-11;145513000000;43437000000;188950000000"
"19-07-11;145164000000;43546000000;188710000000"
"20-07-11;144651000000;43667000000;188318000000"
"21-07-11;144588000000;43003000000;187591000000"
"22-07-11;144636000000;41863000000;186499000000"
"25-07-11;144718000000;41693000000;186411000000"
"26-07-11;144773000000;40434000000;185207000000"
"27-07-11;145287000000;41039000000;186326000000"
"28-07-11;145492000000;39116000000;184608000000"
"29-07-11;145878000000;39130000000;185008000000"
"01-08-11;147313000000;45518000000;192831000000"
"02-08-11;147317000000;45692000000;193009000000"
"03-08-11;148294000000;44563000000;192857000000"
"04-08-11;148361000000;43309000000;191670000000"
"05-08-11;148751000000;41390000000;190141000000"
"08-08-11;149646000000;40779000000;190425000000"
"09-08-11;149567000000;40741000000;190308000000"
"10-08-11;149191000000;41073000000;190264000000"
"11-08-11;148993000000;42397000000;191390000000"
"12-08-11;148669000000;41814000000;190483000000"
"15-08-11;148495000000;42475000000;190970000000"
"16-08-11;147881000000;40059000000;187940000000"
"17-08-11;147324000000;40574000000;187898000000"
"18-08-11;147107000000;40710000000;187817000000"
"19-08-11;146834000000;42303000000;189137000000"
"23-08-11;146776000000;43294000000;190070000000"
"24-08-11;146418000000;40971000000;187389000000"
"25-08-11;146274000000;39566000000;185840000000"
"26-08-11;146226000000;38745000000;184971000000"
"29-08-11;146382000000;37984000000;184366000000"
"30-08-11;146535000000;37363000000;183898000000"
"31-08-11;146901000000;38920000000;185821000000"
"01-09-11;147286000000;44831000000;192117000000"
"02-09-11;148030000000;45977000000;194007000000"
"05-09-11;148549000000;45867000000;194416000000"
"06-09-11;148979000000;42845000000;191824000000"
"07-09-11;149502000000;41405000000;190907000000"
"08-09-11;149975000000;41315000000;191290000000"
"09-09-11;150345000000;41272000000;191617000000"
"12-09-11;150747000000;42689000000;193436000000"
"13-09-11;150747000000;43504000000;194251000000"
"14-09-11;150747000000;44437000000;195184000000"
"15-09-11;150747000000;43098000000;193845000000"
"16-09-11;148766000000;41420000000;190186000000"
"19-09-11;148407000000;41427000000;189834000000"
"20-09-11;148377000000;39940000000;188317000000"
"21-09-11;148366000000;38607000000;186973000000"
"22-09-11;147575000000;39180000000;186755000000"
"23-09-11;146989000000;38664000000;185653000000"
"26-09-11;147122000000;40563000000;187685000000"
"27-09-11;147123000000;39584000000;186707000000"
"28-09-11;147403000000;39518000000;186921000000"
"29-09-11;147906000000;41596000000;189502000000"
"30-09-11;148276000000;44408000000;192684000000"
"03-10-11;149058000000;46159000000;195217000000"
"04-10-11;149586000000;45125000000;194711000000"
"05-10-11;149999000000;44536000000;194535000000"
"06-10-11;150736000000;44048000000;194784000000"
"07-10-11;151423000000;42215000000;193638000000"
"11-10-11;151601000000;40857000000;192458000000"
"12-10-11;151271000000;42574000000;193845000000"
"13-10-11;150741000000;43015000000;193756000000"
"14-10-11;150168000000;43849000000;194017000000"
